Train-loss,Val-loss
621.7817942301432,302.6529896727994
295.1238942628266,299.3804563212598
276.1875968030704,281.04406728499976
272.37585579656786,260.27444699279266
267.87193017775013,248.84365984924838
255.19970037808983,267.78808443770447
247.80835742745347,246.11441674191727
249.74575241663123,244.5432154337565
241.7255919425718,232.01858952514127
234.3638096553023,277.6411296648857
233.28613542126072,269.86515764089734
231.8391542578256,237.2184084378756
228.47423874229514,231.65052981254382
227.46770568355439,224.6771008744199
219.41904499094974,227.65518698733078
213.72149979786207,243.9938128381713
208.56205242526147,230.41923542511768
210.2825898529381,238.82901392227564
205.69847533523395,256.68581256703436
200.49979905159242,236.42487801445856
197.13484177948325,226.4363016633906
193.5143935911117,226.04323304005158
184.09975026038384,226.50705187544864
179.45846939907278,243.1806974166479
177.5436537383705,236.48875459850345
164.68637043122322,230.30325235872186
155.768004263601,283.8347685724242
157.57405013627903,249.44047057322967
145.5144162003712,281.2758080572145
137.81137783091555,250.20088950589172
123.20200259300971,255.8722376538138
114.55204357844526,258.73216958331244
109.32601902049075,249.13735332652035
98.03568840231947,240.2388565519936
93.2664742459533,275.4441070230598
79.49963596713158,247.3116172073234
74.0377628654562,248.0453241136339
68.18664684500746,250.05075412326389
64.57756279155772,246.69255952753574
59.5260481567793,267.26738644461346
57.72875144097113,257.2380323491545
50.98956300673946,262.04341862344336
48.3298103906775,244.83769796648596
44.01437510623727,289.3244082459018
42.419102689271334,257.26509293124207
42.84451657161918,261.44924388787683
38.23807331105714,254.2147976475903
35.59641287967723,254.4906571543115
37.469954259933964,259.7306539095365
38.30656389215941,244.63213982541336
33.77917914749474,253.0614746615418
30.474599019942744,246.62927122197598
29.090335469092093,265.4709709363106
27.980848376468945,253.39695915809045
25.562091589486727,251.96020987094977
28.933082448282548,235.9535069587903
28.234941331801878,252.66714868790064
25.755359118984593,242.8232264396472
23.65614975960024,258.8567160581931
23.14598157944218,248.44699973734015
24.122410193822716,260.2449515579093
24.24126100847798,256.6962445250943
20.80035019023444,248.82818773057727
19.800772312636017,236.8890642997546
20.725874452949853,247.49430550469293
20.175197816151446,249.45643363039719
17.842454179128012,237.0428025335328
20.31659931469989,240.67070212730994
20.982778387684977,264.2172536605444
19.881676412910544,235.66212955703082
17.76904524116106,234.62581549750433
16.269457593528173,236.73595245882996
16.568665809016075,235.18655116741473
16.120959616220127,233.9194689693614
16.46432355860228,242.1922237363636
16.41029822288021,233.53121592855862
15.083392899010772,236.22411917009924
16.079561234545963,233.4588135939378
14.71479058573323,232.19144191904965
14.039990603026524,233.95750692970734
12.17816656789472,224.2881368490366
