Train-loss,Val-loss
1.046754489239958,1.0078721474213848
1.0119493932453627,1.0163355896185184
1.011806065120648,0.9895851938375111
1.0125415267557214,0.9871879726134497
1.012565112784761,1.0455233188795632
1.0166919876619713,1.013804749682032
1.0115967300749316,0.9892458508497682
1.0113907211629796,1.0602843525080845
1.0068885795388025,0.9846418159532135
1.0135379221635996,1.0797601817496891
1.0035297843496414,0.9960966599655563
1.0006670710147452,1.013530186281122
1.0009978240759103,0.9963241296595541
1.0008195521393182,0.9904136218387505
1.003391089257096,0.9852121559710338
1.0006618085493337,0.9965602761969484
1.0015559335242432,0.9995911939647691
1.0013763138006644,0.9949572923882254
1.000468607620685,0.9896762663948124
